,creepsPerMinDeltas,goldPerMinDeltas,xpPerMinDeltas,csDiffPerMinDeltas,xpDiffPerMinDeltas
656,5.6,309.9,379.7,-0.24,-3.24
657,0.1,393.8,381.6,-0.24,-3.24
658,2,166.4,264.1,-0.24,-3.24
659,8.1,323.6,368.2,-0.24,-3.24
660,6.2,344.9,402.8,-0.24,-3.24
661,7.1,241.2,413.1,0,0
662,0.5,203.8,286.1,0,0
663,0.4,291.9,320.1,0.3,-72
664,7.3,399.4,327.3,0,0
665,6.8,344.4,456.6,0.2,33.5
666,6.6,285.8,423.1,-0.2,-33.5
667,8,289.6,452.7,0,0
668,8.7,276.1,312,0,0
669,1.1,157.4,246.8,0,0
670,0.1,356.1,392.1,-0.3,72
671,7.5,384.9,515.8,0.52,-1.68
672,8.7,287.9,314.5,0.52,-1.68
673,1.4,169.2,226.6,0.52,-1.68
674,1.7,288.8,408.6,0.52,-1.68
675,4.1,223.2,340.4,0.52,-1.68
676,4.8,285.7,393.9,-0.52,1.68
677,7.9,278.5,452.5,-0.52,1.68
678,0.7,309.1,341.7,-0.52,1.68
679,6.2,412.8,358.1,-0.52,1.68
680,1.2,268.8,268.1,-0.52,1.68
681,6.4,325,402.2,0.3,48
682,7.3,330.1,433.9,0,-42.5
683,1.5,159.1,247.7,-0.1,-69.05
684,6.3,282.6,256.6,-0.1,-69.05
685,0.8,290.6,348,-0.4,-30.7
686,6.9,357,333.8,0.1,69.05
687,7.3,319.5,476.4,0,42.5
688,1.1,297.1,308.6,0.1,69.05
689,6.1,258.2,354.2,-0.3,-48
690,1.2,293,378.7,0.4,30.7
691,8.2,326.4,351.4,0.78,29.06
692,1.3,183.6,266.2,0.78,29.06
693,7.6,341.8,436.9,0.78,29.06
694,9.2,282.6,478.5,0.78,29.06
695,0,252.1,325,0.78,29.06
696,0.6,185.3,240,-0.78,-29.06
697,7,286.9,317.9,-0.78,-29.06
698,0.5,244.3,299,-0.78,-29.06
699,7.4,266.5,409.9,-0.78,-29.06
700,6.9,233.8,445.9,-0.78,-29.06
701,5.9,264.2,316.9,0.14,-24.32
702,0.8,308.2,339.1,0.14,-24.32
703,1.9,243.7,243.6,0.14,-24.32
704,6.3,270.4,371.3,0.14,-24.32
705,6.5,343.5,438.6,0.14,-24.32
706,0.9,366.8,361.7,-0.14,24.32
707,6.8,377.2,323.3,-0.14,24.32
708,5.5,251.6,370.9,-0.14,24.32
709,1.2,226.8,339.7,-0.14,24.32
710,6.3,343.6,435.5,-0.14,24.32
711,6.9,233.4,468.7,0,0
712,0.4,251.2,313,0.4,-2.9
713,1.6,208.9,299.6,0,-13.6
714,6.8,280.1,286.5,0,-13.6
715,7.2,245.2,425.4,0,0
716,1.8,214.3,303.9,0,13.6
717,0,307.1,315.9,-0.4,2.9
718,9.7,293.6,506.3,0,0
719,8.1,298.9,450.6,0,0
720,6.6,277.3,309.4,0,13.6
721,8.7,332.1,426.7,2.9,-2.4
722,1.6,179.2,204.6,-0.95,-77.3
723,0.3,296.4,313.7,0.1,-71.5
724,5.8,238.8,318.1,-0.95,-77.3
725,7.2,306.7,442,-0.5,-19.1
726,9,486.2,389.2,0.95,77.3
727,0.2,375.8,385.2,-0.1,71.5
728,0.3,299.6,288.1,0.95,77.3
729,5.8,263.7,429.1,-2.9,2.4
730,7.7,286.5,461.1,0.5,19.1
731,7.2,279.2,430.6,0.4,-38.8
732,1.2,173.4,262.4,0.4,9.3
733,9.2,314.9,368.3,0.4,9.3
734,6.6,241,391.6,-0.3,-30.7
735,0.7,247.4,304.8,0.7,-26.5
736,6.9,312,422.3,0.3,30.7
737,0,293.4,331.3,-0.7,26.5
738,1.9,164.2,303.5,-0.4,-9.3
739,6.8,362,469.4,-0.4,38.8
740,7.7,276.6,308.6,-0.4,-9.3
741,1.6,185.2,302.4,-0.3,10.35
742,6.5,226.8,406.3,-0.3,-20.4
743,6.1,289,295.9,-0.3,10.35
744,0.8,278.9,321,0.2,-51.3
745,5.4,266.7,339.9,-3,-120.2
746,8.4,423.6,460.1,3,120.2
747,0.6,357.2,372.3,-0.2,51.3
748,6.8,299.5,426.7,0.3,20.4
749,8,315.2,350.4,0.3,-10.35
750,0.3,188.5,227.2,0.3,-10.35
751,8.5,316.5,378.6,0,0
752,7.1,426.8,451.3,0,0
753,0.8,409.4,404.1,0,109.6
754,6.5,321.6,435.9,0,0
755,1.9,232.2,263.3,0,0
756,0.8,288,294.5,0,-109.6
757,6.2,285.2,269.8,0,0
758,6.6,340.4,456.6,0,0
759,1.1,155,234.1,0,0
760,7,260.2,409,0,0
761,1.2,163,262.3,0,0
762,9.3,311.2,302.7,0,0
763,0.6,426.9,383.7,5.55E-17,42.5
764,7,351.9,431.1,0.8,33.8
765,8.5,455.5,491.8,0,0
766,0.6,255.7,341.2,-5.55E-17,-42.5
767,3.9,177.5,267,0,0
768,1.4,143.1,291.3,0,0
769,6.2,315,397.3,-0.8,-33.8
770,7.8,258.9,327.6,0,0
771,1.5,238.7,252,-1.05,53.85
772,6.5,309.3,466.4,0,0
773,2.2,462.2,492.4,0.2,10.15
774,5.7,313.4,346.9,-1.05,53.85
775,6.3,291.7,361.7,0.2,10.15
776,7.6,302.6,477.8,-0.2,-10.15
777,0.5,310.7,356,-0.2,-10.15
778,1,160.3,178.8,1.05,-53.85
779,8.3,328.9,312.4,1.05,-53.85
780,7.4,394.3,402.4,0,0
781,0.1,364.2,374.2,0.46,16.02
782,8.2,413.4,425.4,0.46,16.02
783,1.4,177.7,255.1,0.46,16.02
784,8.6,304.6,326.5,0.46,16.02
785,8.9,340.4,474.5,0.46,16.02
786,9.3,294,482,-0.46,-16.02
787,1.4,191.3,283.4,-0.46,-16.02
788,8,343.2,335.4,-0.46,-16.02
789,0.7,306.2,350.1,-0.46,-16.02
790,5.5,224.1,324.7,-0.46,-16.02
791,1.2,156.8,238,0,0
792,0.3,361.9,414.4,-0.2,65
793,6.7,284.2,384.1,0,0
794,5.2,225.2,378.2,-1.5,-74.6
795,7.3,326.9,320.4,0,0
796,8.3,395.2,339.5,0,0
797,6.7,313.7,452.8,1.5,74.6
798,1.9,258.3,327.6,0,0
799,0.5,300.6,349.4,0.2,-65
800,7.3,291.6,404.7,0,0
801,0,0,0,0,0
802,0,0,0,0,0
803,0,0,0,0,0
804,0,0,0,0,0
805,0,0,0,0,0
806,0,0,0,0,0
807,0,0,0,0,0
808,0,0,0,0,0
809,0,0,0,0,0
810,0,0,0,0,0
811,1.3,200.7,231.4,-0.9,-48.85
812,0.2,324.9,411.6,0,47
813,7.7,308.9,461.4,0,0
814,6.2,248.8,281.7,-0.9,-48.85
815,7.7,330.2,440.2,0,0
816,7.9,288.5,481.4,0,0
817,8.6,342.2,465.5,0,0
818,0.2,340.5,364.6,0,-47
819,7.8,328.7,304.9,0.9,48.85
820,1.5,207.8,305.9,0.9,48.85
821,7.8,252.4,322.8,0.08,-29.68
822,6.1,394.3,449.5,0.08,-29.68
823,7.3,307.8,418.2,0.08,-29.68
824,0.5,313.9,399.6,0.08,-29.68
825,2.2,162.1,227,0.08,-29.68
826,5.3,316.3,412,-0.08,29.68
827,0.7,446,356.7,-0.08,29.68
828,8.9,354.1,394.2,-0.08,29.68
829,1.5,232.6,351.7,-0.08,29.68
830,7.1,323.3,450.9,-0.08,29.68
831,8.7,280.9,502,0,0
832,0.1,296.8,323.1,-0.7,2.3
833,6.9,395.1,328.3,0,0
834,1.9,275.7,295.6,0,0
835,7.3,276.3,452.1,-0.4,-41.8
836,3.9,222.6,252.9,0,0
837,1,241,207.2,0,0
838,7.7,300.3,493.9,0.4,41.8
839,0.8,256.8,320.8,0.7,-2.3
840,8.9,362.5,486.2,0,0
841,9.1,487.8,334.2,0.7,17.04
842,1.3,234.5,267.7,0.7,17.04
843,7.8,335.4,469,0.7,17.04
844,6.2,245,363.4,0.7,17.04
845,1.1,298.9,349.2,0.7,17.04
846,8.3,332.3,477.2,-0.7,-17.04
847,6,336.3,438.2,-0.7,-17.04
848,0.3,278,279,-0.7,-17.04
849,1.9,208.3,257.1,-0.7,-17.04
850,5.5,275,246.8,-0.7,-17.04
851,7.8,338.6,428.1,0.5,-1.1
852,5.4,279.3,262,0,0
853,1.9,384.9,400.1,1,33.9
854,7.5,273.2,411.6,0,0
855,0.7,156.6,196.5,0,0
856,7.1,284,490.4,0,0
857,0.9,479,366.2,-1,-33.9
858,7.3,303.9,429.2,-0.5,1.1
859,1.6,202.2,271.6,0,0
860,7.3,406.7,405.3,0,0
861,0.2,252.9,284,0,-73.9
862,8,274.3,465.1,2.2,41.8
863,1,146.5,223.5,-0.8,-37.85
864,5.5,213,361.6,-1.4,-95
865,8.6,281,311.8,-0.8,-37.85
866,0.2,293.1,357.9,0,73.9
867,9.6,288.1,345.1,0.8,37.85
868,1.6,155,265.9,0.8,37.85
869,6.9,315.7,456.6,1.4,95
870,5.8,246.4,423.3,-2.2,-41.8
871,7.7,269,345.1,-1.45,-19.95
872,0.8,343.5,391.9,0.3,133
873,0,236.8,264,-1.45,-19.95
874,7,310.6,420.6,0.1,-26.8
875,7.3,337.5,415.8,2.2,-25.4
876,0.5,225.2,258.9,-0.3,-133
877,9.5,354.3,385.5,1.45,19.95
878,1.1,251.5,263.5,1.45,19.95
879,6.9,381.8,447.4,-0.1,26.8
880,5.1,282.7,441.2,-2.2,25.4
881,6.6,261.4,451.7,0.5,61.2
882,7.1,311.6,463,-1.6,1.2
883,8.6,312.5,335.1,0.5,13.75
884,0.3,296.5,370,0,85.3
885,1.5,172.8,270.5,0.5,13.75
886,1.1,146.7,231.5,-0.5,-13.75
887,8,258.7,346.6,-0.5,-13.75
888,0.3,265.7,284.7,0,-85.3
889,6.1,245.4,390.5,-0.5,-61.2
890,8.7,286,461.8,1.6,-1.2
891,7.2,295.6,340.6,0.1,-5.42
892,0.1,409,336.5,0.1,-5.42
893,6.4,519.7,487.9,0.1,-5.42
894,5.7,299.9,343.8,0.1,-5.42
895,0.1,258.9,277.2,0.1,-5.42
896,6.1,417.4,400.9,-0.1,5.42
897,3.5,320.6,410.4,-0.1,5.42
898,0.6,497.5,429.1,-0.1,5.42
899,0.8,262,267.7,-0.1,5.42
900,8,297.1,305,-0.1,5.42
901,6.7,228.2,319,-0.25,-9.95
902,8.5,326.7,465.3,1.7,23.6
903,8.1,321.6,455,2.4,85
904,0.2,284.3,341,-1.1,-96.9
905,2.7,173.6,260.6,-0.25,-9.95
906,6.8,343.9,441.7,-1.7,-23.6
907,1.3,372.9,437.9,1.1,96.9
908,5.7,272.3,370,-2.4,-85
909,8.5,355,373.5,0.25,9.95
910,1.4,213.6,226,0.25,9.95
911,8.2,296.4,467.9,0,0
912,1.7,222.9,249.7,0,0
913,6.9,301.5,313.5,0,0
914,0.4,248.5,288.1,-0.4,-77.9
915,4.8,209.7,405.6,-1.5,0.9
916,5.9,338,352.3,0,0
917,7.4,247.1,408,0,0
918,0.8,318,366,0.4,77.9
919,6.3,227.9,404.7,1.5,-0.9
920,2.4,341.7,306.3,0,0
921,8.5,338.7,498.3,1.1,71.4
922,8.2,279.9,361.6,-0.1,6.75
923,5.8,214.9,392.1,-2.8,-134.1
924,0.5,318.3,371.1,0.3,65.8
925,1.2,162.1,257.4,-0.1,6.75
926,7.7,284.7,347.4,0.1,-6.75
927,1.9,183.1,258.1,0.1,-6.75
928,8.6,369.5,526.2,2.8,134.1
929,7.4,365.7,426.9,-1.1,-71.4
930,0.2,242.4,305.3,-0.3,-65.8
931,7.9,265.1,480.2,-1.02,-58.4
932,6.6,239.4,417.4,-1.02,-58.4
933,0.1,268.9,349.3,-1.02,-58.4
934,5.2,242.7,255.5,-1.02,-58.4
935,1.1,148.7,220.3,-1.02,-58.4
936,1.2,353.8,418.8,1.02,58.4
937,7.2,320.2,324.7,1.02,58.4
938,7.2,299.1,499,1.02,58.4
939,9.2,309.7,481.1,1.02,58.4
940,1.2,232,291.1,1.02,58.4
941,1.1,204,270.4,0.7,4.75
942,6.9,228.6,426.4,-0.6,-44
943,0.5,328.8,321.2,-0.1,-67.5
944,8.7,326.2,458.6,2.2,13.6
945,8.2,385.2,360.9,0.7,4.75
946,0.6,411,388.7,0.1,67.5
947,7.5,296,470.4,0.6,44
948,6.4,299,370.5,-0.7,-4.75
949,1.5,235.1,251.3,-0.7,-4.75
950,6.5,263.4,445,-2.2,-13.6
951,5.2,292.8,344.2,0,0
952,4.9,309.5,272.8,0,0
953,1.8,271.5,324.9,0,0
954,6.9,290.2,450.2,0,0
955,1,398.6,400.2,0,0
956,6.4,263.4,284.4,0,0
957,3.6,206.3,312.9,0,0
958,1.1,354.7,364.3,0,0
959,0.9,265.9,249.7,0,0
960,7,448,471.1,0,0
961,7.4,250.3,404.6,-1.1,-78.2
962,4.8,229.5,383.3,-1.9,-108.2
963,0.1,217,268.5,-0.8,-94.4
964,0.3,186.7,231.2,-0.5,-23.9
965,7.3,364.1,327.1,-0.5,-23.9
966,7.2,412.2,305.2,0.5,23.9
967,8.5,343.9,482.8,1.1,78.2
968,0.9,437.9,362.9,0.8,94.4
969,6.7,308.2,491.5,1.9,108.2
970,1.4,234.1,300.9,0.5,23.9
971,0.8,352,420.7,0.3,39.7
972,6.1,241.3,408.3,-2.9,-127.3
973,1.4,191.5,273.9,0.45,-0.6
974,8,342.2,316,0.45,-0.6
975,8.3,318.1,450.5,1.6,53.3
976,9,426,535.6,2.9,127.3
977,6.7,264,397.2,-1.6,-53.3
978,0.5,365.2,381,-0.3,-39.7
979,1.3,175,268.5,-0.45,0.6
980,7.2,253.9,322.6,-0.45,0.6
981,7,355.7,331.5,0.88,48.64
982,1.6,234.9,323.6,0.88,48.64
983,6.8,274.3,406.1,0.88,48.64
984,0.2,320.5,377.5,0.88,48.64
985,8.9,376.1,466.3,0.88,48.64
986,0.3,258.2,247.2,-0.88,-48.64
987,6.3,261.3,450,-0.88,-48.64
988,1.3,158.3,244.7,-0.88,-48.64
989,6.5,255.7,321.9,-0.88,-48.64
990,5.7,207.5,398,-0.88,-48.64
991,1.4,156.9,253.5,-1.44,-81.24
992,6.3,234.5,412,-1.44,-81.24
993,4.9,259.1,236,-1.44,-81.24
994,0.7,260.4,341.3,-1.44,-81.24
995,6.8,294.9,390.8,-1.44,-81.24
996,8.5,319,534.6,1.44,81.24
997,7.6,389.1,392,1.44,81.24
998,1.3,192.3,194.2,1.44,81.24
999,9.4,356.3,492.5,1.44,81.24
1000,0.5,372.4,426.5,1.44,81.24
1001,0.5,376.5,401,0.6,75.24
1002,8.5,408.8,357.5,0.6,75.24
1003,1.4,202.6,293.6,0.6,75.24
1004,7.6,304.2,468.6,0.6,75.24
1005,7.8,382,485.4,0.6,75.24
1006,7,245.3,258.9,-0.6,-75.24
1007,7.5,324.1,402.1,-0.6,-75.24
1008,0.7,182.1,272.9,-0.6,-75.24
1009,0.8,240.3,244.8,-0.6,-75.24
1010,6.8,218.7,451.2,-0.6,-75.24
1011,1.3,259.1,308,1.3,-1.7
1012,7.2,328.8,416.1,0,0
1013,7.4,327.1,447.3,0,0
1014,6.3,367.5,305.9,0,0
1015,1.6,197.3,261.3,0,0
1016,7.5,362.2,522.9,0,0
1017,0,360.3,309.7,-1.3,1.7
1018,7.1,349.2,483.5,0,0
1019,1.5,216.8,266.7,0,0
1020,8.1,345.5,323.4,0,0
1021,5.2,232.1,382.3,0,0
1022,1.5,245.9,250,0,0
1023,0.2,380,326.4,0,0
1024,7.3,327.8,479.5,0.5,53.4
1025,7.5,354.1,295.2,0,0
1026,5.1,282.2,490.3,0,0
1027,1.2,282,328.4,0,0
1028,5.3,247.5,309.2,0,0
1029,1.3,155.3,138.4,0,0
1030,6.8,333.1,426.1,-0.5,-53.4
1031,1.3,194.6,200.9,2.22E-16,43.75
1032,6.8,248.2,426.5,2.22E-16,43.75
1033,8,364.9,491.6,0,0
1034,8.3,353.2,335.6,0,0
1035,0.4,204.6,254.9,-0.9,-86.7
1036,7.9,288.6,314,-2.22E-16,-43.75
1037,7.6,266.9,428.9,0,0
1038,3.6,232.3,319.2,0,0
1039,1.3,277.5,341.6,0.9,86.7
1040,0.2,186.3,225.9,-2.22E-16,-43.75
1041,2.9,584,771.3,0.42,110.78
1042,1.9,594.3,886.6,0.42,110.78
1043,1.8,672.1,707.7,0.42,110.78
1044,1.7,778.6,817.2,0.42,110.78
1045,2.7,900.6,978.7,0.42,110.78
1046,1.9,497.9,685.5,-0.42,-110.78
1047,1.6,530.3,697.5,-0.42,-110.78
1048,2.4,550.4,722.3,-0.42,-110.78
1049,0.8,512.4,742.4,-0.42,-110.78
1050,2.2,510.2,759.9,-0.42,-110.78
1051,0,0,0,0,0
1052,0,0,0,0,0
1053,0,0,0,0,0
1054,0,0,0,0,0
1055,0,0,0,0,0
1056,0,0,0,0,0
1057,0,0,0,0,0
1058,0,0,0,0,0
1059,0,0,0,0,0
1060,0,0,0,0,0
1061,2.2,650.3,750.3,-0.04,60.6
1062,0.9,726.7,769.8,-0.04,60.6
1063,0.6,743.4,792.7,-0.04,60.6
1064,3.6,645.9,804,-0.04,60.6
1065,5.3,755.1,910.3,-0.04,60.6
1066,0.7,630,678.8,0.04,-60.6
1067,3.5,689,757.7,0.04,-60.6
1068,1.9,690.9,833.3,0.04,-60.6
1069,2.6,557.8,611.2,0.04,-60.6
1070,4.1,633.4,843.1,0.04,-60.6
1071,0.4,591.2,781.4,-2.22E-16,97.98
1072,3.9,652.3,966.5,-2.22E-16,97.98
1073,0.3,634.4,664,-2.22E-16,97.98
1074,5.7,961.9,897.1,-2.22E-16,97.98
1075,0.6,694.9,806.2,-2.22E-16,97.98
1076,0.9,529.6,669.6,2.22E-16,-97.98
1077,5.4,745.8,926.3,2.22E-16,-97.98
1078,0.7,521.7,666.9,2.22E-16,-97.98
1079,1.7,538.2,696.3,2.22E-16,-97.98
1080,2.2,638.7,666.2,2.22E-16,-97.98
1081,1.6,660.5,716.3,-0.02,-67.1
1082,0.8,605.1,651.9,-0.02,-67.1
1083,1.7,562.7,677.9,-0.02,-67.1
1084,2.4,696.6,753.9,-0.02,-67.1
1085,2.2,635.8,731.9,-0.02,-67.1
1086,2.2,619.4,853.8,0.02,67.1
1087,2.6,664.9,714.5,0.02,67.1
1088,2.4,603.8,798.4,0.02,67.1
1089,0.2,589.1,689.6,0.02,67.1
1090,1.4,733.7,811.1,0.02,67.1
1091,0,0,0,0,0
1092,0,0,0,0,0
1093,0,0,0,0,0
1094,0,0,0,0,0
1095,0,0,0,0,0
1096,0,0,0,0,0
1097,0,0,0,0,0
1098,0,0,0,0,0
1099,0,0,0,0,0
1100,0,0,0,0,0
1101,8.6,440.4,480.1,0,0
1102,8.7,431.9,506.2,0,0
1103,0.2,263.6,288,0.1,13.5
1104,1.6,180.4,249.5,0,0
1105,7.6,291.9,286.9,0,0
1106,1.2,162,286.5,0,0
1107,0.1,250.5,274.5,-0.1,-13.5
1108,9,292.6,453.3,0,0
1109,6.2,223.8,383.2,0,0
1110,8.4,302.9,306.5,0,0
1111,5.5,253.8,286.1,0,0
1112,1,320,339.8,-6.1,-41.4
1113,6,262.1,363.7,4.3,62.85
1114,0.4,158,214.9,0,0
1115,7.2,343.3,454.7,4.3,62.85
1116,4.3,239.1,398.5,-4.3,-62.85
1117,6.8,405.6,446.5,0,0
1118,7.1,420.3,381.2,6.1,41.4
1119,1.4,264.8,289.9,0,0
1120,0.3,284.7,294.2,-4.3,-62.85
1121,6.3,331.1,463.7,0.38,20.34
1122,0.6,320.5,363.8,0.38,20.34
1123,6.9,307.5,440.3,0.38,20.34
1124,8.1,314.6,370,0.38,20.34
1125,1.6,211.4,290.3,0.38,20.34
1126,0.5,323.3,384,-0.38,-20.34
1127,0.2,142.8,241.8,-0.38,-20.34
1128,7.6,255.7,455,-0.38,-20.34
1129,7,240.9,313.8,-0.38,-20.34
1130,6.3,215.2,431.8,-0.38,-20.34
1131,8.6,512.2,399.1,0,0
1132,7.6,373,554.2,0,0
1133,0.1,338.5,294.1,0,0
1134,5.7,261.4,431.2,0,0
1135,0.2,327.5,331.4,0.2,-47.8
1136,0.8,138.5,151.2,0,0
1137,0,360.4,379.2,-0.2,47.8
1138,5,205.4,326.8,0,0
1139,7.4,291.1,442.9,0,0
1140,5.9,230.3,323.3,0,0
1141,6.2,251.8,323.2,-0.8,-38
1142,1.7,206.2,266.8,-0.8,-38
1143,0.6,325.3,301.8,-0.3,-109.8
1144,3,253.3,314.5,-4.2,-136.3
1145,8.4,382.7,493.5,3.8,118.1
1146,0.9,368.3,411.6,0.3,109.8
1147,7.2,398.5,450.8,4.2,136.3
1148,1.5,290.1,314.7,0.8,38
1149,4.6,195,375.4,-3.8,-118.1
1150,8,420.8,351.3,0.8,38
1151,6.9,317.7,458.3,0.84,23.94
1152,8.7,406.3,328.8,0.84,23.94
1153,1.3,224.1,296.3,0.84,23.94
1154,8.9,301.2,524.3,0.84,23.94
1155,0.1,244.9,304.7,0.84,23.94
1156,0.1,272.5,323.9,-0.84,-23.94
1157,5.1,265.8,359.8,-0.84,-23.94
1158,9,346.7,552.5,-0.84,-23.94
1159,6.1,229.2,311.1,-0.84,-23.94
1160,1.4,157.4,245.4,-0.84,-23.94
1161,0.9,144.2,211.8,-1.3,-62.4
1162,7,269.6,428.1,-2.4,-61.7
1163,7.3,252.8,308.5,-1.3,-62.4
1164,7.3,409.3,487.1,-0.1,55.9
1165,1.9,353.6,450.3,1.9,141.5
1166,9,341.4,358,1.3,62.4
1167,1.8,185.4,287.1,1.3,62.4
1168,7.4,282.2,431.2,0.1,-55.9
1169,0,246.1,308.8,-1.9,-141.5
1170,9.4,357.2,489.8,2.4,61.7
1171,0.1,402.8,293.4,-0.2,-134.1
1172,8.2,398.6,388.7,0.15,35.2
1173,6.8,244.4,414,-0.8,-55.2
1174,1,218.2,241.5,0.15,35.2
1175,7.3,296.4,447,-0.5,32.6
1176,1.4,173.7,220.8,-0.15,-35.2
1177,0.3,407.2,427.5,0.2,134.1
1178,7.8,350.3,414.4,0.5,-32.6
1179,7.5,267.6,339,-0.15,-35.2
1180,7.6,331.7,469.2,0.8,55.2
1181,6.7,285.3,452.4,0.64,-14.66
1182,7.6,414.1,469.6,0.64,-14.66
1183,0.4,300.5,287.5,0.64,-14.66
1184,7.7,299.8,336.1,0.64,-14.66
1185,0.3,191.4,200.9,0.64,-14.66
1186,0.9,402.5,368.9,-0.64,14.66
1187,5.3,316.6,394.3,-0.64,14.66
1188,7,320.5,348.3,-0.64,14.66
1189,1.4,274.7,336.8,-0.64,14.66
1190,4.9,277.6,371.5,-0.64,14.66
1191,0.9,248.4,316,0.2,-51.5
1192,1.1,178.2,230.7,0,0
1193,6.2,247.1,272.2,0,0
1194,6.4,325.3,404.3,0,0
1195,9.1,334.6,470,2.9,53.5
1196,0.8,366.3,282,0,0
1197,7.3,348,336,0,0
1198,0.7,325.7,367.5,-0.2,51.5
1199,6.2,292,416.5,-2.9,-53.5
1200,6.2,268.4,412.7,0,0
1201,0.4,270.4,382.5,0.2,74.8
1202,9.5,365.4,366.1,0.8,33.15
1203,1.5,189.8,271.5,0.8,33.15
1204,6,306,394.1,0,0
1205,6.8,237.3,424.9,0,0
1206,1.2,171.3,238.4,-0.8,-33.15
1207,8.2,299.5,332.9,-0.8,-33.15
1208,8.1,291,450.4,0,0
1209,0.2,293.3,307.7,-0.2,-74.8
1210,6,365.7,469.3,0,0
1211,6.8,338.2,404.7,0.8,-58.2
1212,0.1,269.4,288,-1,-155.4
1213,5.7,270.5,395.7,-0.3,-8.5
1214,5.1,270.1,255.6,-1.25,-79.2
1215,0.4,144.5,225,-1.25,-79.2
1216,7.5,358,328.5,1.25,79.2
1217,1.1,395.5,443.4,1,155.4
1218,6,338.5,462.9,-0.8,58.2
1219,0.5,264.6,310.5,1.25,79.2
1220,6,287,404.2,0.3,8.5
1221,1.1,181.4,188.4,-0.12,-15.44
1222,6.3,384.2,294.6,-0.12,-15.44
1223,6,303.2,403.6,-0.12,-15.44
1224,0.1,234.9,236.1,-0.12,-15.44
1225,5.4,246.7,436.9,-0.12,-15.44
1226,5,396.7,388.4,0.12,15.44
1227,6.8,297,473.5,0.12,15.44
1228,0.1,307.2,226.8,0.12,15.44
1229,6.8,389.5,365.6,0.12,15.44
1230,0.8,265.5,182.5,0.12,15.44
1231,1.5,398.8,390.2,1.4,39.3
1232,6.5,402.9,318,0,0
1233,3.9,185.1,328,-4.2,-161.5
1234,5.9,281.4,413.8,0,0
1235,1.2,293.5,253,0,0
1236,8.1,315.4,489.5,4.2,161.5
1237,0.1,394,350.9,-1.4,-39.3
1238,0.8,154.1,284.5,0,0
1239,4.7,274,377,0,0
1240,6.3,283.2,334.8,0,0
1241,1.8,286.7,307.4,-3.3,22.7
1242,6.4,532.2,360,2.5,-5.5
1243,1.3,406.9,373.8,2.5,-5.5
1244,6,230.9,375.1,-0.9,-124
1245,6.5,360.3,422.6,3.3,117.5
1246,1.4,232,262.1,-2.5,5.5
1247,6.9,409.4,499.1,0.9,124
1248,3.2,220.6,305.1,-3.3,-117.5
1249,5.1,375.2,284.7,3.3,-22.7
1250,1.3,555.6,482.7,-2.5,5.5
1251,6.4,322.7,319.7,0,0
1252,7.7,380.2,468,2.2,90.7
1253,7.2,303.8,447.6,0,0
1254,0.3,202.7,224.3,0,0
1255,0.3,449.8,382.3,-0.6,-41.1
1256,0.9,343.2,423.4,0.6,41.1
1257,0.1,229.2,213.7,0,0
1258,7.4,380.4,345.8,0,0
1259,5.5,241.2,377.3,-2.2,-90.7
1260,7,379,451.6,0,0
1261,7.7,258.3,415.1,0.9,-41.3
1262,1.2,182.1,193.3,-1.15,-46.3
1263,0.4,418.7,288.2,0.1,-1.9
1264,4.7,272.6,343.1,-0.6,-51
1265,4.1,260,230.5,-1.15,-46.3
1266,6.8,288.3,456.4,-0.9,41.3
1267,6.4,277.7,285.5,1.15,46.3
1268,5.3,269.6,394.1,0.6,51
1269,0.3,398,290.1,-0.1,1.9
1270,1.2,218.8,230.9,1.15,46.3
1271,0,132.3,287.9,-1.85,-8.8
1272,7.3,270.9,480.3,-0.5,-24.5
1273,6.9,283.7,473.6,0.5,26.3
1274,6.2,232.4,290.8,-1.85,-8.8
1275,0.5,338.9,375.9,0.2,-42.2
1276,7.8,314.7,504.8,0.5,24.5
1277,1.2,155.4,263.6,1.85,8.8
1278,6.4,241.2,447.3,-0.5,-26.3
1279,0.3,326.5,418.1,-0.2,42.2
1280,8.7,285.5,332.7,1.85,8.8
1281,1.1,204,270.4,0.7,4.75
1282,6.9,228.6,426.4,-0.6,-44
1283,0.5,328.8,321.2,-0.1,-67.5
1284,8.7,326.2,458.6,2.2,13.6
1285,8.2,385.2,360.9,0.7,4.75
1286,0.6,411,388.7,0.1,67.5
1287,7.5,296,470.4,0.6,44
1288,6.4,299,370.5,-0.7,-4.75
1289,1.5,235.1,251.3,-0.7,-4.75
1290,6.5,263.4,445,-2.2,-13.6
1291,6.8,356.6,403.1,0,0
1292,5.4,344.6,463.9,0,0
1293,7.4,274.2,314,0,0
1294,0.1,172.3,271,0,0
1295,1.2,327.4,360.1,0.9,14
1296,1.1,163.5,271.8,0,0
1297,5.5,285.5,373.9,0,0
1298,0.3,357.3,346.1,-0.9,-14
1299,6,323,396.8,0,0
1300,8.8,327.1,295.8,0,0
1301,5.9,289.8,406.5,0,0
1302,7.3,317.7,519,0,0
1303,0.3,288.2,363.4,-0.6,28.1
1304,1.7,167.7,279.9,1,64.05
1305,7.4,357.9,296,1,64.05
1306,6.6,247.8,438.8,0,0
1307,1.3,167.9,187.5,-1,-64.05
1308,8,318.5,493.7,0,0
1309,5.8,279.5,260.3,-1,-64.05
1310,0.9,325.4,335.3,0.6,-28.1
1311,1.4,243.5,293.9,1.2,45.15
